movieId,index
278135,2083
1070157,2084
34942,2085
25913,2086
115268,2087
1526990,2088
204275,2089
254546,2090
1145206,2091
109751,2092
3170,2093
1094473,2094
1049942,2095
360503,2096
1275785,2097
1656401,2098
1656402,2099
1656403,2100
1656566,2101
1231799,2102
899425,2103
52696,2104
298005,2105
1547712,2106
8073,2107
683182,2108
110820,2109
161229,2110
239611,2111
365585,2112
282622,2113
1609614,2114
477853,2115
307379,2116
1595907,2117
14785,2118
1013057,2119
1537715,2120
1491902,2121
283589,2122
268660,2123
371425,2124
571988,2125
1371083,2126
1367559,2127
310767,2128
830651,2129
199807,2130
865497,2131
531013,2132
1604679,2133
1605236,2134
1605240,2135
1265623,2136
352099,2137
403517,2138
1557961,2139
152828,2140
645136,2141
1561969,2142
1649887,2143
250349,2144
261600,2145
1564959,2146
346698,2147
139588,2148
1276261,2149
624822,2150
1629989,2151
14087,2152
467106,2153
127501,2154
21531,2155
463317,2156
621385,2157
1305273,2158
627304,2159
3175,2160
1650333,2161
411636,2162
1619792,2163
888822,2164
341305,2165
715266,2166
1459623,2167
416051,2168
835062,2169
495820,2170
1563867,2171
402,2172
447585,2173
550485,2174
268,2175
415,2176
272,2177
414,2178
485942,2179
1297763,2180
364,2181
886396,2182
209112,2183
581997,2184
123025,2185
142061,2186
40662,2187
1302093,2188
576152,2189
496334,2190
1575753,2191
17189,2192
3176,2193
3177,2194
17247,2195
567629,2196
44943,2197
65881,2198
44833,2199
304082,2200
1106382,2201
865132,2202
80942,2203
155315,2204
1142127,2205
60389,2206
798303,2207
1320833,2208
339846,2209
579397,2210
983219,2211
296945,2212
69774,2213
681429,2214
1638697,2215
1396445,2216
607141,2217
499028,2218
498955,2219
495823,2220
1281,2221
1304625,2222
351981,2223
1292415,2224
800383,2225
1263532,2226
1244531,2227
348084,2228
571648,2229
67089,2230
1235127,2231
959604,2232
1155799,2233
42337,2234
25747,2235
137423,2236
386948,2237
546487,2238
547824,2239
436413,2240
538235,2241
1476989,2242
1548737,2243
1549472,2244
452251,2245
938091,2246
706712,2247
10020,2248
321612,2249
197796,2250
648,2251
1495694,2252
185689,2253
422545,2254
1359211,2255
1552196,2256
419114,2257
279417,2258
1555785,2259
59421,2260
10202,2261
1055200,2262
5559,2263
1487072,2264
4011,2265
917496,2266
399624,2267
1627218,2268
76,2269
80,2270
1084445,2271
25922,2272
711651,2273
1239478,2274
413548,2275
259460,2276
454769,2277
1573658,2278
172723,2279
1046699,2280
377154,2281
1587277,2282
1356246,2283
1507153,2284
108340,2285
1555867,2286
320752,2287
412055,2288
550776,2289
518963,2290
958263,2291
987573,2292
721048,2293
584786,2294
64847,2295
776305,2296
204668,2297
649,2298
2470,2299
1647915,2300
495673,2301
306438,2302
282583,2303
370663,2304
587996,2305
373226,2306
1301844,2307
665,2308
482337,2309
329588,2310
1486612,2311
1639696,2312
1578018,2313
117008,2314
454527,2315
1268119,2316
363152,2317
571294,2318
418594,2319
1028260,2320
932245,2321
307861,2322
78587,2323
2310,2324
274302,2325
302718,2326
113082,2327
118412,2328
144288,2329
1658730,2330
218779,2331
1530772,2332
151321,2333
636282,2334
757219,2335
195371,2336
42507,2337
107747,2338
251131,2339
382543,2340
1178160,2341
262492,2342
609699,2343
1363747,2344
408774,2345
575813,2346
799766,2347
11986,2348
1612393,2349
114903,2350
53116,2351
90,2352
96,2353
280180,2354
254171,2355
107540,2356
1488751,2357
1566549,2358
1549239,2359
121828,2360
1620273,2361
440792,2362
805627,2363
1645505,2364
962232,2365
1196995,2366
206324,2367
1032268,2368
304933,2369
485789,2370
1074593,2371
764196,2372
1605027,2373
80924,2374
485327,2375
41188,2376
1499064,2377
330492,2378
1352288,2379
